Code,Name,URL,Location,Address,Latitude,Longitude,Star Rating,Rating Name_x,Review Count_x,Downtown Distance,Price per Night,Average Price,Check-in Time,Check-out Time,Cancellation Policy,Pets Policy,Payment Methods,Payment Type Number,General Facilities,Facility Count,Room Type Number,Review Score,Rating Name_y,Review Count_y,Cleanliness Score,Comfort Score,Location Score,Facilities Score,Staff Score,Max Occupancy
80,SUNNY SWEET HOME,https://www.booking.com/hotel/am/guest-house-on-akopdzhanyan-5-a.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=47&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622415&all_sr_blocks=229375501_366960612_0_0_0&highlighted_blocks=229375501_366960612_0_0_0&matching_block_id=229375501_366960612_0_0_0&sr_pri_blocks=229375501_366960612_0_0_0__3060000&from=searchresults,"3901 Dilijan,Armenia","Akopdzhanian dom 5 A,",40.74542405,44.87441361,9.6,Exceptionalexceptional,6.0,0.7,"78, 64",71.0,From 2:00 PM to 10:00 PM,From 8:00 AM to 11:00 AM,,Pets are not allowed.,"Visa, Cash",2,"Shared kitchen, Dining table, Toaster, Stovetop, Oven, Kitchenware, Electric kettle, Kitchen, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Walk-in closet, Toilet paper, Towels, Towels/Sheets (extra fee), Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Bathtub, Shower, Dining area, Sofa, Sitting area, Desk, Streaming service (like Netflix), Flat-screen TV, Cable channels, Satellite channels, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Fold-up bed, Clothes rack, Hardwood or parquet floors, Tile/Marble floor, Soundproof, Private entrance, Interconnecting room(s) available, Carpeted, Ironing facilities, Iron, Entire unit wheelchair accessible, Upper floors accessible by stairs only, Entire unit located on ground floor, Picnic area, Outdoor furniture, Outdoor dining area, Sun deck, Barbecue, BBQ facilities, Patio, Balcony, Terrace, Garden, Shared lounge/TV area, Chapel/Shrine, Grocery deliveries, Room service, Tea/Coffee maker, Walking tours, Horseback ridingOff-site, Hiking, FishingOff-site, Inner courtyard view, City view, Mountain view, Garden view, View, Private apartment in building, Semi-detached, Detached, Airport shuttleAdditional charge, Invoice provided, ATM on site, Express check-in/out, 24-hour front desk, Baby safety gates, Baby safety gates, Daily housekeepingAdditional charge, Convenience store on site, Designated smoking area, Smoke-free property, Heating, Family rooms, Non-smoking rooms, Russian",91,1,9.6,Exceptionalexceptional,6.0,9.5,9.0,9.5,9.0,10.0,3
81,Valley Park Dilijan,https://www.booking.com/hotel/am/valley-park-dilijan.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=48&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622415&all_sr_blocks=990111308_371722289_2_41_0&highlighted_blocks=990111308_371722289_2_41_0&matching_block_id=990111308_371722289_2_41_0&sr_pri_blocks=990111308_371722289_2_41_0__3125000&from=searchresults,"3903 Dilijan,Armenia","17/1 Abovyan Street,",40.74624202,44.81963874,9.3,Wonderfulwonderful,158.0,2.4,"80, 89, 102, 102, 115, 128, 140, 131, 153",115.5555556,From 2:00 PM to 12:00 AM,From 12:00 AM to 12:00 PM,"Free cancellationbefore 6:00 PM on May 5, 2025",Pets are not allowed.,"Visa, Mastercard, Cash",3,"Toilet paper, Towels, Towels/Sheets (extra fee), Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Linens, Wardrobe or closet, View, Picnic area, Outdoor furniture, Terrace, Garden, Electric kettle, Refrigerator, Socket near the bed, Clothes rack, Tour or class about local cultureAdditional charge, Flat-screen TV, Telephone, TV, Kid-friendly buffet, Bar, Restaurant, Tea/Coffee maker, Valet parking, Parking garage, Invoice provided, Private check-in/out, Baggage storage, Express check-in/out, 24-hour front desk, Outdoor play equipment for kids, Daily housekeeping, Ironing serviceAdditional charge, Dry cleaningAdditional charge, LaundryAdditional charge, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Key access, 24-hour security, Designated smoking area, Smoke-free property, Wake-up service, Hardwood or parquet floors, Heating, Soundproof, Soundproof rooms, Family rooms, Non-smoking rooms, Room service, Upper floors accessible by stairs only, English, Armenian, Russian",60,8,9.3,Wonderfulwonderful,158.0,9.4,9.4,9.1,9.3,9.6,22
82,House 125a,https://www.booking.com/hotel/am/house-125a.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=49&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=964494001_368988081_2_2_0&highlighted_blocks=964494001_368988081_2_2_0&matching_block_id=964494001_368988081_2_2_0&sr_pri_blocks=964494001_368988081_2_2_0__1450000&from=searchresults,"3904 Dilijan,Armenia","125 Kamo Street,",40.7197715,44.85318631,7.6,Goodgood,9.0,1.5,"37, 64, 84, 109, 123, 124, 128, 20, 51, 77, 102, 128, 26",82.53846154,From 12:00 PM to 11:00 PM,From 8:00 AM to 2:00 PM,"Free cancellationbefore May 4, 2025",Pets are not allowed.,,0,"Kitchen, Washing machine, Private bathroom, Flat-screen TV, Balcony, Terrace, Garden, View, Heating, English, Russian",11,1,7.6,Goodgood,9.0,9.0,9.0,9.0,9.0,10.0,25
83,Alpine Castle Hotel,https://www.booking.com/hotel/am/alpine-castle-dilijan.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=50&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=799032501_374041010_2_1_0&highlighted_blocks=799032501_374041010_2_1_0&matching_block_id=799032501_374041010_2_1_0&sr_pri_blocks=799032501_374041010_2_1_0__3800000&from=searchresults,"3901 Dilijan,Armenia","3 Serob Aghbyur,",40.69777187,44.84546841,7.9,Goodgood,182.0,3.0,"97, 133, 158, 171, 197, 184, 209, 192, 217, 217",177.5,From 2:00 PM,Until 12:00 PM,"Free cancellationbefore April 28, 2025",Pets are not allowed.,"Visa, Mastercard, Maestro, Cash",4,"Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Bathtub, Shower, Wardrobe or closet, Terrace, Garden, Electric kettle, Clothes rack, Cable channels, TV, Bar, Family rooms, Non-smoking rooms, English, Armenian, Russian",23,6,7.9,Goodgood,182.0,8.1,8.2,8.9,7.6,8.2,26
84,Gokor B&B,https://www.booking.com/hotel/am/gokor-b-amp-b-dilijan.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=51&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=174349308_187884385_2_2_0&highlighted_blocks=174349308_187884385_2_2_0&matching_block_id=174349308_187884385_2_2_0&sr_pri_blocks=174349308_187884385_2_2_0__1500000&from=searchresults,"3903 Dilijan,Armenia","Kalinini 33,",40.73966715,44.85959122,9.3,Wonderfulwonderful,61.0,0.3,"38, 38, 23",33.0,From 8:00 AM to 10:00 PM,From 8:00 AM to 10:00 PM,"Free cancellationbefore May 4, 2025",Pets are not allowed.,,0,"Toilet paper, Towels, Towels/Sheets (extra fee), Slippers, Free toiletries, Hairdryer, Linens, Inner courtyard view, Garden, Shared kitchen, Electric kettle, Clothes rack, Hiking, Fishing, Daily housekeepingAdditional charge, Shared lounge/TV area, Ironing serviceAdditional charge, LaundryAdditional charge, Hardwood or parquet floors, Heating, Soundproof, Carpeted, Family rooms, Non-smoking rooms, Iron, English, Russian",27,3,9.3,Wonderfulwonderful,61.0,9.4,9.4,9.1,9.5,9.8,5
85,Swiss House Dilijan,https://www.booking.com/hotel/am/swiss-house-dilijan.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=52&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1190276601_391363737_6_0_0&highlighted_blocks=1190276601_391363737_6_0_0&matching_block_id=1190276601_391363737_6_0_0&sr_pri_blocks=1190276601_391363737_6_0_0__7500000&from=searchresults,"3105 Dilijan,Armenia","Шамахян переулок 3 1/1,",40.74626221,44.84684318,9.7,Exceptionalexceptional,7.0,1.1,192,192.0,From 2:00 PM,Until 12:00 PM,"Free cancellationbefore May 4, 2025",Pets are not allowed.,,0,"Shared kitchen, Dining table, Cleaning products, Stovetop, Kitchenware, Electric kettle, Kitchen, Washing machine, Microwave, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Toilet paper, Towels, Towels/Sheets (extra fee), Guest bathroom, Bathtub or shower, Slippers, Toilet, Free toiletries, Hairdryer, Shower, Sofa, Sitting area, Desk, Flat-screen TV, Cable channels, Satellite channels, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Clothes rack, Hardwood or parquet floors, Soundproof, Private entrance, Fan, Ironing facilities, Iron, Upper floors accessible by stairs only, Outdoor fireplace, Picnic area, Outdoor furniture, Outdoor dining area, Sun deck, Barbecue, Private pool, BBQ facilities, Balcony, Terrace, Garden, Chapel/Shrine, Kids' pool, Beach umbrellasAdditional charge, Open-air bath, Grocery deliveriesAdditional charge, Tea/Coffee maker, AerobicsAdditional chargeOff-site, ArcheryAdditional chargeOff-site, Live sports events (broadcast), Live music/PerformanceAdditional chargeOff-site, Cooking classAdditional chargeOff-site, Tour or class about local cultureAdditional charge, Happy hourAdditional charge, Bike toursAdditional charge, Walking toursAdditional charge, Mini golfAdditional charge, RacquetballAdditional chargeOff-site, Horseback ridingAdditional chargeOff-site, BowlingAdditional chargeOff-site, CyclingOff-site, HikingAdditional chargeOff-site, CanoeingAdditional chargeOff-site, DartsAdditional charge, Ping-pongAdditional charge, Pool tableAdditional charge, FishingAdditional chargeOff-site, Tennis courtAdditional chargeOff-site, Inner courtyard view, City view, Mountain view, Pool view, Garden view, View, Detached, Bicycle rentalAdditional charge, Shuttle serviceAdditional charge, Public transit ticketsAdditional charge, Car rental, Airport shuttleAdditional charge, Lockers, Private check-in/out, Baggage storage, Tour desk, Express check-in/out, Outdoor play equipment for kids, Indoor play area, Kids' club, Karaoke, Playground, Dry cleaningAdditional charge, LaundryAdditional charge, Designated smoking area, Air conditioning, Smoke-free property, Heating, Soundproof rooms, Family rooms, Non-smoking rooms, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key access, Safe, English, Russian",119,1,9.7,Exceptionalexceptional,7.0,10.0,9.6,9.6,10.0,10.0,1
86,Dilijan Garden House,https://www.booking.com/hotel/am/dilijan-garden-house.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=53&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=209371101_120765387_2_42_0&highlighted_blocks=209371101_120765387_2_42_0&matching_block_id=209371101_120765387_2_42_0&sr_pri_blocks=209371101_120765387_2_42_0__3825000&from=searchresults,"3901 Dilijan,Armenia","26 Komaisarneri str., 9,",40.74246844,44.87114468,7.7,Goodgood,49.0,0.4,"98, 115, 119, 140, 141, 166, 165, 194, 180, 212, 195, 230",162.9166667,From 2:00 PM,Until 11:00 AM,"Free cancellationbefore April 21, 2025",Free!Pets are allowed on request. No extra charges.,"American Express, Visa, Mastercard, Diners Club, JCB, Maestro, Discover, UnionPay credit card, Cash",9,"Street parking, High chair, Dining table, Coffee machine, Cleaning products, Toaster, Stovetop, Oven, Dryer, Kitchenware, Electric kettle, Kitchen, Washing machine, Microwave, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Alarm clock, Toilet paper, Towels, Additional bathroom, Guest bathroom, Bathtub or shower, Slippers, Toilet, Free toiletries, Shared bathroom, Bathrobe, Hairdryer, Shower, Dining area, Sofa, Fireplace, Sitting area, Flat-screen TV, Cable channels, Radio, Telephone, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Fold-up bed, Clothes rack, Hardwood or parquet floors, Tile/Marble floor, Soundproof, Private entrance, Interconnecting room(s) available, Carpeted, Fan, Ironing facilities, Iron, Entire unit located on ground floor, Outdoor fireplace, Picnic area, Outdoor furniture, Outdoor dining area, Sun deck, Barbecue, BBQ facilities, Patio, Balcony, Terrace, Garden, Full-body massage, Hand massage, Head massage, Foot massage, Neck massage, Back massage, Beach umbrellas, MassageAdditional charge, Wine/ChampagneAdditional charge, Grocery deliveriesAdditional charge, Special diet meals (on request), Packed lunches, Breakfast in the room, Minibar, Tea/Coffee maker, HikingOff-site, Wake-up service, Wake-up service/Alarm clock, Inner courtyard view, City view, Landmark view, Mountain view, Garden view, View, Detached, Bicycle rentalAdditional charge, Shuttle serviceAdditional charge, Airport shuttleAdditional charge, Invoice provided, Private check-in/out, Express check-in/out, Strollers, Outdoor play equipment for kids, Indoor play area, Board games/Puzzles, Baby safety gates, Books, DVDs or music for children, Board games/puzzles, Playground, Babysitting/Child servicesAdditional charge, Daily housekeepingAdditional charge, Ironing serviceAdditional charge, Laundry, Air conditioning, Smoke-free property, Hypoallergenic room available, Heating, Soundproof rooms, Family rooms, Non-smoking rooms, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key access, 24-hour security, English, French, Russian",127,1,7.7,Goodgood,49.0,7.8,7.9,8.6,7.6,9.0,24
87,Dilijan Family House,https://www.booking.com/hotel/am/dilijan-family-house.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=54&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=209371605_120765388_2_42_0&highlighted_blocks=209371605_120765388_2_42_0&matching_block_id=209371605_120765388_2_42_0&sr_pri_blocks=209371605_120765388_2_42_0__1500000&from=searchresults,"3901 Dilijan,Armenia","Hakobjanyan 5,",40.74541236,44.87435728,8.6,Excellentexcellent,89.0,0.7,"38, 46, 41, 51, 51, 64, 64, 77, 77, 89",59.8,From 1:00 PM,Until 11:30 AM,"Free cancellationbefore April 28, 2025",Pets are not allowed.,"American Express, Visa, Mastercard, Diners Club, JCB, Maestro, Discover, UnionPay credit card, Cash",9,"Street parking, High chair, Dining table, Cleaning products, Stovetop, Kitchenware, Electric kettle, Kitchen, Microwave, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Bathtub, Shower, Dining area, Sofa, Sitting area, Flat-screen TV, Cable channels, Radio, Telephone, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Fold-up bed, Clothes rack, Hypoallergenic, Hardwood or parquet floors, Soundproof, Private entrance, Interconnecting room(s) available, Fan, Iron, Entire unit located on ground floor, Picnic area, Outdoor furniture, Outdoor dining area, Barbecue, BBQ facilities, Patio, Balcony, Terrace, Garden, Kids' mealsAdditional charge, Grocery deliveriesAdditional charge, Packed lunches, Breakfast in the room, Room service, Tea/Coffee maker, Cooking classAdditional charge, Tour or class about local cultureAdditional charge, Themed dinnersAdditional charge, Bike toursAdditional charge, Walking toursAdditional charge, HikingOff-site, Inner courtyard view, Mountain view, Garden view, View, Detached, Shuttle serviceAdditional charge, Airport shuttleAdditional charge, Invoice provided, Express check-in/out, Strollers, Board games/Puzzles, Books, DVDs or music for children, Board games/puzzles, Ironing serviceAdditional charge, LaundryAdditional charge, Air conditioning, Smoke-free property, Hypoallergenic room available, Heating, Family rooms, Non-smoking rooms, Smoke alarms, Key access, English, Russian",91,1,8.6,Excellentexcellent,89.0,8.7,8.5,9.2,8.6,9.5,22
88,Riverside apartment,https://www.booking.com/hotel/am/riverside-apartment-dilijan.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=55&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1247749802_397117469_2_0_0&highlighted_blocks=1247749802_397117469_2_0_0&matching_block_id=1247749802_397117469_2_0_0&sr_pri_blocks=1247749802_397117469_2_0_0__1912500&from=searchresults,"3902 Dilijan,Armenia","2 Getapnya Street,",40.73890923,44.85764077,9.2,Wonderfulwonderful,23.0,0.4,"49, 54, 52, 57, 57, 64, 46, 51",53.75,From 2:00 PM,Until 12:00 PM,"Free cancellationbefore May 4, 2025",Pets are not allowed.,,0,"Kitchen, Washing machine, Flat-screen TV, Heating, Smoke-free property, English, Russian",7,1,9.2,Wonderfulwonderful,23.0,9.8,9.4,9.1,8.9,9.1,20
89,Happy House,https://www.booking.com/hotel/am/happy-house-dilizhan.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=56&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1144163401_387263895_2_0_0&highlighted_blocks=1144163401_387263895_2_0_0&matching_block_id=1144163401_387263895_2_0_0&sr_pri_blocks=1144163401_387263895_2_0_0__1912500&from=searchresults,"3903 Dilijan,Armenia","Улица Калинина Дом 241,",40.74059646,44.8406645,8.0,Very,3.0,1.3,"49, 52, 57, 46",51.0,From 2:00 PM to 11:00 PM,Available 24 hours,"Free cancellationbefore May 4, 2025",Pets are not allowed.,,0,"Dining table, Cleaning products, Oven, Kitchenware, Electric kettle, Kitchen, Washing machine, Microwave, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Walk-in closet, Toilet paper, Towels, Guest bathroom, Bathtub or shower, Slippers, Toilet, Free toiletries, Hairdryer, Shower, Sofa, Sitting area, Flat-screen TV, Cable channels, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Clothes rack, Soundproof, Heating, Ironing facilities, Iron, Tea/Coffee maker, Mountain view, View, Air conditioning, Smoke-free property, Russian",41,1,8.0,Very,3.0,9.2,10.0,8.3,7.5,10.0,10
90,Dilijan Town Inn,https://www.booking.com/hotel/am/dilijan-town-inn.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=57&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=297976301_120765391_2_0_0&highlighted_blocks=297976301_120765391_2_0_0&matching_block_id=297976301_120765391_2_0_0&sr_pri_blocks=297976301_120765391_2_0_0__2320000&from=searchresults,"3901 Dilijan,Armenia","Ordzhonikidze Street,",40.74528685,44.87434358,8.8,Excellentexcellent,83.0,0.7,"59, 86, 67, 95, 75, 105, 82, 118, 87, 128",90.2,From 2:00 PM,Until 11:00 AM,"Free cancellationbefore April 28, 2025",Pets are not allowed.,"American Express, Visa, Mastercard, Diners Club, JCB, Maestro, Discover, UnionPay credit card, Cash",9,"Street parking, High chair, Dining table, Cleaning products, Toaster, Stovetop, Oven, Kitchenware, Electric kettle, Kitchen, Microwave, Refrigerator, Kitchenette, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Dining area, Sofa, Sitting area, Flat-screen TV, Cable channels, CD player, Radio, Telephone, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Fold-up bed, Clothes rack, Hypoallergenic, Hardwood or parquet floors, Soundproof, Private entrance, Interconnecting room(s) available, Fan, Iron, Air conditioning, Picnic area, Outdoor furniture, Outdoor dining area, Barbecue, BBQ facilities, Balcony, Terrace, Garden, Grocery deliveriesAdditional charge, Tea/Coffee maker, Cooking classAdditional charge, Tour or class about local cultureAdditional charge, Themed dinnersAdditional charge, Bike toursAdditional charge, Walking toursAdditional charge, HikingOff-site, City view, Mountain view, Garden view, View, Detached, Bicycle rentalAdditional charge, Airport shuttleAdditional charge, Private check-in/out, Express check-in/out, Strollers, Board games/Puzzles, Board games/puzzles, Smoke-free property, Heating, Family rooms, Non-smoking rooms, Key access, English, Russian",80,1,8.8,Excellentexcellent,83.0,8.7,8.9,9.2,8.6,9.2,22
91,Dilijan Villa 12,https://www.booking.com/hotel/am/dilijan-park-villa-12-dilijan.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=58&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=633354601_247429796_4_42_0&highlighted_blocks=633354601_247429796_4_42_0&matching_block_id=633354601_247429796_4_42_0&sr_pri_blocks=633354601_247429796_4_42_0__4000000&from=searchresults,"3906 Dilijan,Armenia","Dilijan 20 Parz Lich St,",40.760334,44.923632,7.2,Goodgood,68.0,3.4,102,102.0,From 2:00 PM,Until 12:00 PM,"Free cancellationbefore May 4, 2025",Pets are not allowed.,"American Express, Visa, Mastercard, Maestro, Cash",5,"Kitchenware, Kitchen, Kitchenette, Wardrobe or closet, Walk-in closet, Toilet paper, Bathtub or shower, Slippers, Private bathroom, Toilet, Hairdryer, Shower, Sofa, Sitting area, Flat-screen TV, Satellite channels, Telephone, TV, Clothes rack, Private entrance, Carpeted, BBQ facilities, Balcony, Terrace, Garden, Seasonal, Suitable for kids, Plunge pool, Kids' pool, Open-air bath, FruitAdditional charge, Wine/ChampagneAdditional charge, Room service, Hiking, Ping-pong, Pool table, Inner courtyard view, Mountain view, Garden view, View, Detached, Airport shuttleAdditional charge, Express check-in/out, 24-hour front desk, Board games/Puzzles, Books, DVDs or music for children, Board games/puzzles, Playground, Daily housekeeping, Ironing serviceAdditional charge, Meeting/Banquet facilitiesAdditional charge, Smoke-free property, Heating, Family rooms, Non-smoking rooms, Smoke alarms, 24-hour security, English, Armenian, Russian",61,1,7.2,Goodgood,68.0,6.9,7.3,9.0,7.0,8.4,4
